-0.5731707;0.65732086;0.51865673;1.75;-2.0285714;1.997416;71.82353;0.64625853;-14.0
-0.58196723;0.661442;0.5201989;0.0;-2.0857143;2.01292;67.94444;0.6527778;-13.5
-0.562249;0.6363636;0.5140537;-0.5;-1.9571428;1.9669211;52.695652;0.59006214;-15.5
-0.5618661;0.6509434;0.51965064;-1.0;-2.1;1.9716495;67.666664;0.62913907;-14.5
-0.6075949;0.67464113;0.52195734;1.0;-2.0142858;1.9896641;75.8125;0.66917294;-10.5
-0.58577406;0.6661316;0.52416825;-2.0;-2.0142858;2.0;67.44444;0.67142856;-12.0
-0.5752577;0.6577708;0.5204018;1.25;-2.0;2.0;71.23529;0.6438356;-13.0
-0.58677685;0.6613924;0.51819324;-0.25;-1.9714285;1.9896104;67.22222;0.66423357;-13.5
-0.5802469;0.6624204;0.5202998;1.0;-2.057143;2.0;71.588234;0.66433567;-13.0
-0.5802469;0.663522;0.52298135;0.75;-2.0428572;1.992228;76.625;0.65957445;-11.5
-0.57763976;0.66561514;0.5252336;-0.5;-2.0142858;2.0156658;68.0;0.66433567;-12.0
-0.61076605;0.681388;0.51796776;0.0;-2.0714285;2.0051281;68.05556;0.7076923;-10.5
-0.60330576;0.6692913;0.51681197;-3.0;-2.0857143;2.015544;71.64706;0.6788321;-9.5
-0.5714286;0.65571207;0.5205479;-1.0;-2.0428572;2.0;67.833336;0.6351351;-14.5
-0.5804481;0.663522;0.5206918;0.5;-2.057143;2.0025706;72.411766;0.66906476;-11.0
-0.58592135;0.66821706;0.52861536;-2.25;-2.0;2.0025446;82.8;0.6617647;-7.5
-0.6016598;0.6766091;0.52667075;1.5;-2.0285714;2.0308483;88.92857;0.6946565;-11.5
-0.57831323;0.65591395;0.51719904;-1.5;-1.9857143;1.9823233;68.611115;0.6712329;-12.0
-0.6016598;0.68037975;0.5219814;0.25;-2.0285714;1.994885;68.27778;0.70149255;-11.5
-0.556;0.6388889;0.51826626;2.75;-1.9857143;1.9696202;64.52631;0.6516129;-14.0
-0.55378485;0.6352584;0.51792336;3.5;-2.0;1.9873418;61.4;0.61538464;-13.5
-0.5330739;0.6287425;0.5147783;1.5;-1.9285715;1.9547739;58.57143;0.61904764;-15.0
-0.51606804;0.6023222;0.50917995;2.75;-1.9142857;1.9482758;51.375;0.5934066;-16.5
-0.5387524;0.6189069;0.5027489;3.75;-2.0285714;1.9364303;47.307693;0.60227275;-20.0
-0.56201553;0.63501483;0.5085366;0.5;-2.0714285;1.9315404;51.541668;0.63190186;-20.5
-0.5458015;0.62186116;0.5036765;3.5;-1.9714285;1.9289216;49.08;0.59770113;-18.5
-0.588;0.6569678;0.512285;1.75;-2.1;1.9506173;55.954544;0.63265306;-16.0
-0.5816733;0.65123457;0.5113846;1.0;-2.057143;1.9723618;58.47619;0.6315789;-19.0
-0.55643564;0.63221884;0.51690227;-0.25;-1.9571428;1.969697;61.7;0.607362;-15.0
-0.59591836;0.6723869;0.517284;0.0;-2.0714285;2.002551;64.68421;0.6788321;-14.0
-0.5910931;0.66049385;0.5183824;0.25;-2.0714285;1.9772727;59.0;0.6689655;-15.5
-0.5551181;0.6426426;0.51770455;0.75;-2.0;1.9875;62.15;0.6226415;-11.5
-0.5910931;0.6702619;0.5148148;2.0;-2.0714285;1.992405;61.35;0.67375886;-12.5
-0.5714286;0.6509863;0.51559633;-0.25;-2.057143;1.9775561;68.833336;0.6315789;-12.5
-0.59026366;0.6666667;0.5225335;1.0;-2.0428572;2.0;69.44444;0.6760563;-14.0
-0.55728155;0.64350456;0.51511484;-0.5;-2.0857143;1.9848866;65.947365;0.6352201;-13.5
-0.5808383;0.65296805;0.51618814;0.0;-2.0714285;1.989899;65.31579;0.6849315;-8.5
-0.5372849;0.62852895;0.50885767;1.25;-2.0142858;1.955774;58.809525;0.6449704;-14.5
-0.51459855;0.6017192;0.49909475;1.0;-2.0;1.9093078;47.76923;0.62637365;-19.5
-0.5232975;0.5971429;0.49040768;1.0;-2.1142857;1.8782201;46.037037;0.61497325;-16.5
-0.54545456;0.6217765;0.4882601;2.25;-2.142857;1.8870589;41.2;0.6436782;-23.0
-0.5115044;0.592068;0.48923445;0.0;-2.0714285;1.9011765;42.931034;0.5714286;-17.0
-0.504363;0.57952976;0.4881235;2.75;-2.0428572;1.849315;41.766666;0.5686275;-19.0
-0.5033784;0.5809524;0.47492626;2.5;-2.0857143;1.8590909;35.714287;0.60189575;-23.5
-0.4699187;0.5473684;0.46666667;0.0;-2.0428572;1.8;33.594593;0.57939917;-21.0
-0.45800316;0.5388601;0.45914167;0.25;-1.9571428;1.7693965;28.860466;0.5555556;-26.5
-0.46141732;0.53608245;0.45056248;4.0;-1.9714285;1.7789935;26.630434;0.5421687;-27.0
-0.48617887;0.5579228;0.45530394;0.5;-2.057143;1.7871397;29.780487;0.53586495;-25.5
-0.50167227;0.57162344;0.4632397;2.0;-2.1714287;1.7924107;31.384615;0.55760366;-20.0
-0.50085473;0.57575756;0.46948642;0.25;-2.0714285;1.8177676;34.74286;0.5462963;-23.0
-0.51760566;0.59383756;0.47820824;0.0;-2.0142858;1.8488373;38.15625;0.5369458;-21.0
-0.5494506;0.628447;0.48508826;1.0;-2.0857143;1.895487;45.185184;0.60227275;-16.5
-0.55765593;0.6331361;0.49878347;-0.5;-2.1571429;1.9270073;47.384617;0.6121212;-18.0
-0.5551257;0.6421053;0.5043157;1.5;-2.1;1.9452736;55.454544;0.60493827;-12.5
-0.5910931;0.6645768;0.5105853;1.75;-2.1285715;1.9520202;57.761906;0.6666667;-12.5
-0.5877551;0.6598425;0.51646984;0.0;-2.0714285;1.9541985;67.77778;0.6527778;-13.5
-0.5795918;0.661442;0.51564455;-0.25;-1.9857143;1.9668367;67.27778;0.6438356;-12.5
-0.5609756;0.6479751;0.52089834;-0.5;-1.9571428;1.9717224;67.72222;0.6447368;-10.0
-0.58436215;0.6629921;0.5205479;0.5;-2.0285714;1.9795396;71.82353;0.68115944;-11.0
-0.530572;0.6231003;0.51920694;1.75;-1.9;1.9771574;58.38095;0.5952381;-16.5
-0.546875;0.63554215;0.5123153;-1.25;-1.9285715;1.9625936;58.47619;0.63975155;-18.0
-0.57281554;0.6459909;0.50276244;0.75;-2.0285714;1.9652605;58.285713;0.66233766;-13.0
-0.57281554;0.6459909;0.50276244;0.75;-2.0285714;1.9652605;58.285713;0.66233766;-13.0
-0.54913294;0.62929744;0.505839;-0.25;-1.9;1.9432099;53.260868;0.61445785;-14.0
-0.55772996;0.6437126;0.5074257;-0.5;-2.0;1.9502487;58.0;0.625;-18.0
-0.55078125;0.62650603;0.50560397;1.5;-1.9714285;1.9378109;46.5;0.62352943;-13.5
-0.5475285;0.62985075;0.49690977;3.5;-2.0142858;1.9285715;43.25;0.6441718;-19.5
-0.54221386;0.61708397;0.49477565;-0.5;-2.0;1.9238329;48.64;0.61142856;-16.0
-0.52416354;0.61403507;0.49507388;3.75;-2.1;1.884058;48.56;0.5783784;-15.0
-0.53295666;0.61764705;0.49815044;1.0;-1.9857143;1.8934624;45.0;0.60227275;-17.5
-0.5684008;0.6486486;0.49815044;-0.5;-2.0714285;1.9289216;46.73077;0.66451615;-17.0
-0.5534351;0.62985075;0.49722052;1.75;-2.0714285;1.9166666;41.793102;0.6097561;-19.5
-0.5245283;0.6142433;0.49782473;0.0;-1.9428571;1.9310344;52.391304;0.5690608;-15.0
-0.5542636;0.6248109;0.5030979;-0.5;-2.057143;1.9328358;55.136364;0.5857988;-12.0
-0.5676768;0.6479751;0.5131744;-1.0;-2.0142858;1.9491094;67.0;0.615894;-12.5
-0.5699797;0.6472441;0.5138191;0.25;-1.9857143;1.966581;66.94444;0.589404;-14.0
-0.5699797;0.6472441;0.5138191;0.25;-1.9857143;1.966581;66.94444;0.589404;-14.0
